id,name,country_or_region,url,model,year_founded,beneficiaries_estimate,revenue_annual_usd_estimate,funding_sources,digital_signals,innovations,notes
0114,Aldeas Infantiles SOS Switzerland,Switzerland,https://www.sos-kinderdorf.ch,residential care,1960,1k,USD 12M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,multilingual (DE/FR/IT),
0115,Aldeas Infantiles SOS Austria,Austria,https://www.sos-kinderdorf.at,residential care,1949,3k,USD 30M,individuals;corporate;foundations;government,online-donation;recurring-giving;annual-report,founder country; suspended Oct 2025,
0116,Aldeas Infantiles SOS India,India,https://www.soschildrensvillages.in,residential care,1964,25k,USD 30M,individuals;corporate;foundations;government,online-donation;recurring-giving;sponsor-portal;annual-report;multiling-site,largest SOS in Asia,
0117,Aldeas Infantiles SOS China,China,https://www.sos-childrensvillages.org,residential care,1985,3k,USD 8M,foundations;multilateral;government,online-donation,state-restricted model,
0118,Aldesas Infantiles SOS Japan,Japan,https://www.sos-japan.org,residential care,1964,500,USD 8M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,foster care focus,
0119,Aldeas Infantiles SOS South Korea,South Korea,https://www.soschildren.or.kr,residential care,1964,800,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving,youth independence programs,
0120,Aldeas Infantiles SOS Philippines,Philippines,https://www.sos-childrensvillages.org,residential care,1968,5k,USD 8M,individuals;corporate;foundations,online-donation;recurring-giving,typhoon recovery,
0121,Aldeas Infantiles SOS Vietnam,Vietnam,https://www.sosvietnam.org,residential care,1987,1.5k,USD 4M,individuals;foundations,online-donation,state-restricted operations,
0122,Aldeas Infantiles SOS Indonesia,Indonesia,https://www.sos-childrensvillages.org,residential care,1973,3k,USD 6M,individuals;corporate;foundations,online-donation;recurring-giving,disaster response,
0123,Aldeas Infantiles SOS Thailand,Thailand,https://www.sosthailand.org,residential care,1975,1k,USD 3M,individuals;foundations,online-donation,migrant worker children,
0124,Aldeas Infantiles SOS Kenya,Kenya,https://www.sos-childrensvillages.or.ke,residential care,1973,5k,USD 10M,individuals;corporate;foundations;government,online-donation;recurring-giving;annual-report,street children reintegration,
0125,Aldeas Infantiles SOS Tanzania,Tanzania,https://www.sos-tanzania.org,residential care,1991,3k,USD 5M,individuals;foundations,online-donation,early childhood dev,
0126,Aldeas Infantiles SOS Uganda,Uganda,https://www.sos-childrensvillages.org,residential care,1990,5k,USD 8M,individuals;foundations,online-donation,youth livelihood,
0127,Aldeas Infantiles SOS Nigeria,Nigeria,https://www.sos-childrensvillages.org,residential care,1982,3k,USD 4M,individuals;foundations,online-donation,Boko Haram displacement,
0128,Aldeas Infantiles SOS South Africa,South Africa,https://www.sos.org.za,residential care,1985,1.5k,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving,HIV-affected children,
0129,Aldeas Infantiles SOS Egypt,Egypt,https://www.sos-egypt.org,residential care,1980,1k,USD 3M,individuals;foundations,online-donation,refugee children,
0130,Aldeas Infantiles SOS Morocco,Morocco,https://www.sos-maroc.org,residential care,1986,800,USD 2M,individuals;foundations,online-donation,migration corridor youth,
0131,Aldeas Infantiles SOS Ghana,Ghana,https://www.sos-ghana.org,residential care,1981,1.5k,USD 3M,individuals;foundations,online-donation,child trafficking response,
0132,Aldeas Infantiles SOS Ethiopia,Ethiopia,https://www.sos-childrensvillages.org,residential care,1984,3k,USD 5M,individuals;foundations,online-donation,drought-affected families,
0133,Aldeas Infantiles SOS Lebanon,Lebanon,https://www.sos-lebanon.org,residential care,1975,2k,USD 4M,individuals;foundations;multilateral,online-donation,Syrian refugee children,
0134,Aldeas Infantiles SOS Jordan,Jordan,https://www.sos-jordan.org,residential care,1988,1.5k,USD 3M,individuals;foundations,online-donation,refugee programs,
0135,Aldeas Infantiles SOS Ukraine,Ukraine,https://www.sos-ua.org,residential care,2004,3k,USD 5M,individuals;foundations;multilateral,online-donation;whatsapp-business,war-displaced youth,
0136,Aldeas Infantiles SOS Poland,Poland,https://www.sos-wioskidzieciom.pl,residential care,1984,2k,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving,Ukrainian refugee response,
0137,Casa Hogar Esperanza Paraguay,Paraguay,https://www.facebook.com/p/Casa-Hogar-Esperanza-Para-Los-Ni%C3%B1os-100090595308386/,residential care,2004,30,unknown,individuals;events;donations-in-kind,facebook;whatsapp-business,Christian home for abandoned children,Asunción based
0138,Fundación Alda,Paraguay,https://www.fundacionalda.org,education,2003,2k,USD 500k,individuals;corporate;foundations;events,online-donation;facebook;instagram,23-year education specialist,Teniente Ramírez Torres 242
0139,Hogar Misión Esperanza,Paraguay,http://www.misionesperanza.org.py/,residential care,1995,50,unknown,individuals;events;donations-in-kind,facebook,school + medical + home for kids,
0140,Fundación Solidaridad Paraguay,Paraguay,https://www.fundacionsolidaridadpy.org,mixed,1985,200,USD 800k,individuals;corporate;foundations;events,online-donation;facebook;whatsapp-business,3-volunteer-options disability program,60 employees
0141,Fundación Cimientos Paraguay,Paraguay,https://www.cimientos.org,education,1998,3k,USD 2M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,secondary school persistence,83% graduates continue studies/working
0142,Fundación Telefónica Movistar Paraguay,Paraguay,https://www.fundaciontelefonica.com.py,education,1998,50k,USD 1.5M,corporate;foundations,online-donation;multiling-site,digital education program,
0143,Fundación Paraguaya,Paraguay,https://www.fundacionparaguaya.org,mixed,1985,100k,USD 6M,foundations;corporate;multilateral;earned-income;social-enterprise,online-donation;annual-report,micro-finance pioneer; San Francisco farm,Martin Burt founder
0144,CIRD Paraguay,Paraguay,https://www.cird.org.py,education,1989,unknown,USD 20M,multilateral;foundations;government,whatsapp-business,WhatsApp+RVE child immunization at 25k scale,
0145,Teletón Paraguay,Paraguay,https://www.teleton.org.py,health,1978,5k,USD 4M,individuals;corporate;events;multilateral,online-donation;recurring-giving;whatsapp-business;annual-report,Comilona 2026 raised Gs. 1.39bn in one event,televised annual fundraiser
0146,Fundación Visión Paraguay,Paraguay,https://www.vision.org.py,health,1990,50k,USD 3M,individuals;corporate;foundations,online-donation,eye care + glasses,
0147,Fundación Banco de Alimentos Paraguay,Paraguay,https://www.bancodealimentos.org.py,mixed,2010,100k,USD 1.5M,individuals;corporate;foundations;donations-in-kind,online-donation,food rescue + distribution,
0148,Fundación Hugo Zárate,Paraguay,https://www.hugo.org.py,education,1995,2k,USD 500k,individuals;corporate,online-donation,youth education foundation,
0149,Aldeas Infantiles SOS Belgium,Belgium,https://www.sosvillagesdenfants.be,residential care,1963,1k,USD 12M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,village + foster care,
0150,Aldeas Infantiles SOS Australia,Australia,https://www.soschildrensvillages.org.au,residential care,1983,500,USD 8M,individuals;corporate;foundations,online-donation;recurring-giving,charity navigator rated,
0151,Aldeas Infantiles SOS Canada,Canada,https://www.soschildrensvillages.ca,residential care,1969,1.5k,USD 15M,individuals;corporate;foundations,online-donation;recurring-giving;sponsor-portal;annual-report;charity-rating;multiling-site,bilingual EN/FR sponsor portal,
0152,Aldeas Infantiles SOS New Zealand,New Zealand,https://www.sos.org.nz,residential care,1966,300,USD 4M,individuals;corporate,online-donation;recurring-giving,small village,
0153,Fundación Huésped,Argentina,https://www.huesped.org.ar,health,1989,100k,USD 3M,individuals;foundations;government;multilateral,online-donation;annual-report;multiling-site,HIV/AIDS youth prevention + research,
0154,Hogar Bambi,Argentina,https://www.bambi.org.ar,residential care,1898,250,unknown,individuals;corporate;events;donations-in-kind,facebook;instagram,oldest children's home in LatAm,
0155,Fundación Conín,Argentina,https://www.conin.org.ar,mixed,1993,5k,USD 2M,individuals;corporate;foundations,online-donation,infant malnutrition prevention (Abel Albino),
0156,Fundación Sí,Argentina,https://www.fundacionsi.org,education,1995,3k,USD 2M,individuals;corporate;foundations,online-donation;multiling-site,youth education programs,
0157,Fundación C&A,Mexico,https://www.cyamoda.com/fundacion,education,2001,50k,USD 2M,corporate,online-donation;multiling-site,C&A retail foundation global,
0158,Niños en Alegría,Mexico,https://www.niniosenalegria.org,education,2003,10k,USD 1.5M,individuals;corporate;events,online-donation,playground construction,
0159,Fundación Infantiles A.C.,Mexico,https://www.fundacioninfantiles.org,residential care,1990,300,USD 500k,individuals;corporate;events,online-donation,children's home in Guadalajara,
0160,Hogares de la Paz,Colombia,https://www.hogaresdelapaz.org,residential care,1990,200,unknown,individuals;corporate,online-donation,post-conflict youth,
0161,Aldeas Infantiles SOS Pacific,Pacific Islands,https://www.sos-childrensvillages.org,residential care,2010,300,unknown,foundations,online-donation,small programs in Fiji/Tonga,
0162,Casa da Criança,Brazil,https://www.casadacrianca.org.br,residential care,1956,500,USD 1M,individuals;corporate;foundations,online-donation,Belo Horizonte children's home,
0163,Aldeia da Criança SOS,Brazil,https://www.aldeiasos.org.br,residential care,1967,5k,USD 15M,individuals;corporate;foundations;government,online-donation;recurring-giving,largest SOS LatAm; SP,
0164,Save the Children Action Network,USA,https://www.savethechildrenactionnetwork.org,rights,2010,unknown,USD 5M,foundations,online-donation;annual-report,US policy advocacy arm of Save,
0165,National CASA / GAL,USA,https://www.nationalcasagal.org,foster,1977,280k,USD 80M,foundations;government;individuals,online-donation;recurring-giving;annual-report;charity-rating,court-appointed advocates for foster kids,
0166,Court Appointed Special Advocates,USA,https://www.casaforchildren.org,foster,1977,280k,USD 80M,foundations;government;individuals,online-donation;recurring-giving;annual-report,CASA volunteer model,
0167,Boy Scouts of America,USA,https://www.scouting.org,education,1910,1M,USD 800M,foundations;individuals;corporate;merchandise,online-donation;recurring-giving;annual-report,name change to Scouting America 2024,
0168,Child Help,USA,https://www.childhelp.org,rights,1959,unknown,USD 20M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;charity-rating,child abuse prevention,
0169,WaterAid,Global,https://www.wateraid.org,mixed,1981,2M,USD 120M,individuals;foundations;corporate;government,online-donation;recurring-giving;annual-report;charity-rating;multiling-site,WASH for schools + communities,affects children + families
0170,Trickle Up,USA,https://trickleup.org,mixed,1979,100k,USD 15M,foundations;government;individuals,online-donation;annual-report,extreme poverty graduation,women + children
0171,Heifer International,USA,https://www.heifer.org,mixed,1944,1M,USD 150M,individuals;foundations;corporate,online-donation;recurring-giving;annual-report;charity-rating,livestock gift catalog,HQ Arkansas
0172,War Child,Netherlands,https://www.warchild.net,rights,1993,300k,USD 60M,individuals;foundations;government;multilateral,online-donation;recurring-giving;annual-report;multiling-site,psychosocial support for war-affected kids,
0173,War Child UK,UK,https://www.warchild.org.uk,rights,1993,50k,USD 10M,individuals;foundations;events,online-donation;recurring-giving;annual-report,fundraising events,
0174,War Child Holland,Netherlands,https://www.warchildholland.org,rights,1993,100k,USD 20M,individuals;foundations,online-donation;recurring-giving,largest War Child entity,
0175,War Child Canada,Canada,https://www.warchild.ca,rights,2002,unknown,USD 5M,individuals;foundations,online-donation,small entity,
0176,War Child Sweden,Sweden,https://www.warchild.se,rights,2000,unknown,USD 3M,individuals;foundations,online-donation,,
0177,War Child Denmark,Denmark,https://www.warchild.dk,rights,2000,unknown,USD 3M,individuals;foundations,online-donation,,
0178,Right To Play,Canada,https://www.righttoplay.com,education,2000,1M,USD 80M,individuals;foundations;government;corporate,online-donation;recurring-giving;annual-report;charity-rating;multiling-site,sport for development,HQ Toronto
0179,Free The Children,Canada,https://www.freethechildren.com,mixed,1995,1M,USD 50M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,WE Charity model; now WE Charity,
0180,WE Charity,Canada,https://www.wecharity.org,mixed,1995,1M,USD 50M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,WE Movement umbrella,controversy 2020
0181,Dewis / WE Movement,Global,https://www.we.org,mixed,2010,unknown,USD 5M,individuals;foundations,online-donation,youth activism platform,
0182,Me to We,Canada,https://www.metowe.com,education,2008,unknown,USD 10M,individuals;corporate,online-donation,social enterprise (ribbon bracelets),
0183,Pencils of Promise,USA,https://pencilsofpromise.org,education,2008,80k,USD 30M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;charity-rating,build schools in developing countries,Justin Bieber fan model
0184,Room to Read,USA,https://www.roomtoread.org,education,2000,10M,USD 80M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;charity-rating,literacy + girls education,HQ San Francisco
0185,Girl Rising,USA,https://girlrising.com,education,2010,unknown,USD 10M,individuals;foundations;corporate,online-donation;annual-report,documentary-led advocacy,global girls education
0186,Because I Am a Girl,Global,https://www.plan-international.org/girls,rights,2007,unknown,USD 30M,individuals;corporate,online-donation,girls rights movement by Plan,
0187,Malala Fund,Global,https://malala.org,rights,2013,unknown,USD 30M,individuals;foundations;corporate,online-donation;recurring-giving;annual-report;charity-rating,Nobel laureate founded; girls education,Malala Yousafzai
0188,Harambee Youth Employment,South Africa,https://harambee.co.za,education,2011,100k,USD 30M,foundations;corporate;government,online-donation,youth employment accelerator,South Africa
0189,Generation Citizen,USA,https://www.generationcitizen.org,education,2009,100k,USD 10M,foundations;corporate,online-donation;annual-report,civic education for teens,
0190,Children's Investment Fund Foundation,Global,https://ciif.org,rights,2004,unknown,USD 300M,foundations,online-donation,large foundation; child + climate,
0191,New Venture Fund,USA,https://www.newventurefund.org,mixed,2006,unknown,USD 200M,foundations,online-donation,fiscal sponsor for many,
0192,Emerson Collective,USA,https://www.emersoncollective.com,mixed,2004,unknown,USD 800M,foundations;earned-income,online-donation,Laurene Powell Jobs' org,
0193,Conde Nast,USA,https://www.condenast.com,media,1909,unknown,USD 2B,earned-income,multiling-site,media not NGO but works with youth causes,
0194,Cookbook Project,USA,https://www.cookbookproject.org,education,2010,5k,USD 500k,individuals;foundations,online-donation,culinary education for youth,
0195,Year Up,USA,https://www.yearup.org,education,2000,5k,USD 100M,foundations;corporate;government,online-donation;recurring-giving;annual-report,tech workforce for disadvantaged youth,
0196,Per Scholas,USA,https://perscholas.org,education,1995,5k,USD 30M,foundations;corporate,online-donation;recurring-giving;annual-report,IT workforce training,
0197,NPower,USA,https://www.npower.org,education,2000,10k,USD 30M,foundations;corporate,online-donation;recurring-giving;annual-report,IT training,
0198,Common Sense Media,USA,https://www.commonsensemedia.org,rights,2003,unknown,USD 50M,foundations;corporate,online-donation;annual-report,kids digital literacy,
0199,Boys & Girls Clubs of Canada,Canada,https://www.bgccan.com,education,1900,200k,USD 50M,foundations;corporate;government,online-donation;recurring-giving,Canadian affiliate of BGCA,
0200,Frontiers Foundation,Canada,https://www.frontiersfoundation.ca,mixed,1970,unknown,USD 5M,foundations,online-donation,Indigenous child welfare,
0201,First Nations Child & Family Caring Society,Canada,https://fncfcs.com,rights,1998,unknown,USD 5M,foundations;government,online-donation,Indigenous child rights,
0202,Kaweah House,Canada,https://www.kaweah.ca,residential care,1975,100,unknown,individuals;government,online-donation,youth residential,
0203,Children's Aid Society,Canada,https://www.childrensaidsociety.ca,foster,1891,unknown,USD 20M,government;foundations,online-donation,foster care + adoption,
0204,Catholic Children's Aid,Canada,https://www.tcdssb.org,foster,1858,unknown,USD 10M,government;foundations,online-donation,Catholic child welfare,
0205,Jewish Children's Aid,Canada,https://www.jcc.ca,foster,1860,unknown,USD 5M,individuals;foundations,online-donation,Jewish child welfare,
0206,Children's Aid Foundation,Canada,https://www.childaid.ca,foster,1979,unknown,USD 5M,individuals;foundations,online-donation,raise funds for CAS,
0207,Kids Help Phone,Canada,https://kidshelpphone.ca,rights,1989,3M,USD 30M,corporate;foundations;government,online-donation;recurring-giving;annual-report;whatsapp-business,phone + text support for youth,Canada's 9-8-8
0208,Canadian Centre for Child Protection,Canada,https://www.protectchildren.ca,rights,1985,unknown,USD 10M,government;foundations,online-donation,Cybertip! + Arachnid,
0209,Adoptive Families Association,Canada,https://www.adoptivefamilies.ca,foster,1970,unknown,USD 2M,individuals;government,online-donation,adoption support,
0210,CHEO,Canada,https://www.cheo.on.ca,health,1974,500k,USD 500M,government;foundations;individuals,online-donation;recurring-giving;annual-report,children's hospital Ottawa,
0211,BC Children's Hospital Foundation,Canada,https://www.bcchf.ca,health,1982,unknown,USD 100M,individuals;corporate;events,online-donation;recurring-giving;annual-report,hospital foundation,
0212,Alberta Children's Hospital Foundation,Canada,https://www.childrenshospital.ab.ca,health,1978,unknown,USD 80M,individuals;corporate;events,online-donation;recurring-giving;annual-report,hospital foundation,
0213,Sick Kids Foundation,Canada,https://www.sickkids.com,health,1972,unknown,USD 200M,individuals;corporate;events,online-donation;recurring-giving;annual-report;charity-rating,Toronto children's hospital,
0214,Children's Hospital Foundation,Canada,https://www.childrenshospitalfoundation.ca,health,1985,unknown,USD 100M,individuals;corporate;events,online-donation;recurring-giving;annual-report,Winnipeg children's hospital,
0215,IWK Foundation,Canada,https://www.iwkfoundation.org,health,1980,unknown,USD 30M,individuals;corporate;events,online-donation;recurring-giving;annual-report,Halifax children's hospital,
0216,Children's Miracle Network,USA,https://www.childrensmiraclenetworkhospitals.org,health,1983,10M,USD 400M,corporate;individuals;events,online-donation;annual-report;charity-rating,children's hospitals network,
0217,Shriners Hospitals for Children,USA,https://www.shrinerschildrens.org,health,1922,unknown,USD 1B,foundations;individuals;corporate,online-donation;recurring-giving;annual-report,specialty pediatric hospital network,
0218,Ronald McDonald House Charities,USA,https://www.rmhc.org,mixed,1974,unknown,USD 600M,corporate;individuals;events,online-donation;recurring-giving;annual-report;charity-rating,family housing near hospitals,
0219,Make-A-Wish International,Global,https://worldwish.org,rights,1980,1M,USD 500M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;multiling-site,global wish-granting,
0220,Magen David Adom,Israel,https://www.mdais.org,emergency,1930,unknown,USD 100M,individuals;foundations;government,online-donation;recurring-giving;multiling-site,Israeli emergency medical service,
0221,Zaka,Israel,https://www.zaka.org,emergency,1989,unknown,USD 10M,individuals;foundations,online-donation,volunteer emergency response,
0222,Save a Child's Heart,Israel,https://www.saveachildsheart.org,health,1995,5k,USD 15M,individuals;foundations;government,online-donation;recurring-giving;multiling-site,pediatric cardiac surgery globally,
0223,Peres Center for Peace,Israel,https://www.pcfp.org,education,1996,unknown,USD 5M,foundations;government,online-donation,Israeli-Palestinian youth programs,
0224,Hand in Hand,Israel,https://www.handinhandk12.org,education,1997,2k,USD 10M,individuals;foundations,online-donation,bilingual Jewish-Arabic schools,
0225,Jasmine Kids,Israel,https://www.jasmine.org.il,residential care,2000,200,USD 2M,individuals;foundations,online-donation,children at risk,
0226,Latet,Israel,https://www.latet.org.il,mixed,1996,unknown,USD 50M,individuals;corporate;foundations,online-donation;recurring-giving,Israeli poverty relief including families,
0227,Meir Panim,Israel,https://www.meirpanim.org,mixed,2000,unknown,USD 20M,individuals;foundations,online-donation,poverty including children,
0228,Akim,Israel,https://www.akim.org.il,rights,1951,unknown,USD 30M,individuals;government,online-donation,intellectual disability advocacy,
0229,ALUT,Israel,https://www.alut.org.il,rights,1974,unknown,USD 10M,individuals;government,online-donation,autism advocacy + services,
0230,Bnei Akiva,Israel,https://www.bneiakiva.org,education,1929,50k,USD 5M,individuals;foundations,online-donation,youth movement,
0231,BBYO,Global,https://www.bbyo.org,education,1924,60k,USD 30M,individuals;foundations,online-donation,Jewish teen movement,
0232,BBYO Global,Global,https://www.bbyo.org,education,1924,60k,USD 30M,individuals;foundations,online-donation,global Jewish teen movement,
0233,Chabad,Global,https://www.chabad.org,education,1775,unknown,USD 500M,individuals;foundations,online-donation;recurring-giving,global Jewish outreach incl. youth,
0234,Soka Gakkai International,Global,https://www.sgi.org,education,1975,unknown,USD 1B,individuals,multiling-site,Buddhist education for peace,
0235,Quaker Service Australia,Australia,https://www.quakerserviceaustralia.org,rights,1959,unknown,USD 5M,individuals;foundations,online-donation,Quaker service incl. youth,
0236,Uniting,Australia,https://www.uniting.org,mixed,1972,unknown,USD 200M,government;foundations,online-donation,Australian church child + family services,
0237,Anglicare Australia,Australia,https://www.anglicare.asn.au,mixed,1985,unknown,USD 300M,government;foundations,online-donation,Anglican child + family services,
0238,Mission Australia,Australia,https://www.missionaustralia.com.au,mixed,1859,unknown,USD 400M,government;foundations,online-donation,Australian church child + family services,
0239,Salvation Army Australia,Australia,https://www.salvationarmy.org.au,mixed,1865,unknown,USD 1B,government;foundations;individuals,online-donation;recurring-giving,major Australian charity,
0240,St Vincent de Paul Society,Australia,https://www.vinnies.org.au,mixed,1854,unknown,USD 200M,individuals;corporate,online-donation,poverty including families,
0241,Red Cross Australia,Australia,https://www.redcross.org.au,emergency,1914,unknown,USD 500M,individuals;corporate;government,online-donation;recurring-giving,emergency + community,
0242,Ted Noffs Foundation,Australia,https://www.noffs.org.au,residential care,1970,unknown,USD 5M,government;foundations,online-donation,youth drug rehab,
0243,PCYC (Police Citizens Youth Clubs),Australia,https://www.pcyc.org.au,education,1937,60k,USD 50M,government;foundations,online-donation,youth club model,
0244,Boys Town,Australia,https://www.boystown.com.au,residential care,1960,unknown,USD 10M,government;foundations,online-donation,youth residential,
0245,Kids Helpline Australia,Australia,https://kidshelpline.com.au,rights,1976,unknown,USD 30M,government;foundations,online-donation;whatsapp-business,phone + online support,
0246,ReachOut Australia,Australia,https://au.reachout.com,rights,1998,unknown,USD 5M,government;foundations,online-donation,youth mental health online,
0247,Orygen Youth Mental Health,Australia,https://orygen.org.au,health,1993,unknown,USD 30M,government;foundations,online-donation,youth mental health research,
0248,headspace Australia,Australia,https://headspace.org.au,health,2006,unknown,USD 100M,government;foundations,online-donation,youth mental health network,
0249,Black Dog Institute,Australia,https://www.blackdoginstitute.org.au,health,1985,unknown,USD 20M,government;foundations,online-donation,mental health research,
0250,Australian Childhood Foundation,Australia,https://www.childhood.org.au,rights,1990,unknown,USD 15M,government;foundations,online-donation,trauma-informed care,
0251,Australian Centre for Childhood Protection,Australia,https://www.unisa.edu.au,rights,2005,unknown,USD 5M,government,online-donation,child protection research,
0252,Blue Knot Foundation,Australia,https://www.blueknot.org.au,rights,1993,unknown,USD 5M,government;foundations,online-donation,trauma survivor advocacy,
0253,Yirramboi First Nations,Australia,https://www.yirramboi.org,education,2013,unknown,USD 2M,government;foundations,online-donation,Indigenous youth arts,
0254,ChildFund Korea,South Korea,https://www.childfund.or.kr,sponsorship,1961,unknown,USD 5M,individuals;corporate,online-donation;sponsor-portal;multiling-site,Korean sponsor model,
0255,ChildFund Japan,Japan,https://www.childfund-japan.org,sponsorship,1973,unknown,USD 5M,individuals;corporate,online-donation;sponsor-portal;multiling-site,Japanese sponsor model,
0256,ChildFund Taiwan,Taiwan,https://www.childfund.org.tw,sponsorship,1973,unknown,USD 2M,individuals;corporate,online-donation;sponsor-portal;multiling-site,Taiwanese sponsor model,
0257,ChildFund India,India,https://www.childfundindia.org,sponsorship,1960,100k,USD 10M,individuals;foundations;corporate,online-donation;sponsor-portal,Indian sponsor model,
0258,ChildFund Sri Lanka,Sri Lanka,https://www.childfundsrilanka.org,sponsorship,1980,unknown,USD 2M,individuals;foundations,online-donation,Sri Lankan sponsor model,
0259,ChildFund Kenya,Kenya,https://www.childfundkenya.org,sponsorship,1980,50k,USD 5M,individuals;foundations,online-donation;sponsor-portal,Kenyan sponsor model,
0260,ChildFund Zambia,Zambia,https://www.childfund.org,sponsorship,1980,50k,USD 3M,individuals;foundations,online-donation,Zambian sponsor model,
0261,ChildFund Ethiopia,Ethiopia,https://www.childfund.org,sponsorship,1980,100k,USD 5M,individuals;foundations,online-donation,Ethiopian sponsor model,
0262,ChildFund Uganda,Uganda,https://www.childfund.org,sponsorship,1980,50k,USD 4M,individuals;foundations,online-donation,Ugandan sponsor model,
0263,ChildFund Rwanda,Rwanda,https://www.childfund.org,sponsorship,1994,unknown,USD 2M,individuals;foundations,online-donation,Rwandan operations,
0264,ChildFund Tanzania,Tanzania,https://www.childfund.org,sponsorship,1993,50k,USD 3M,individuals;foundations,online-donation,Tanzanian operations,
0265,ChildFund Mexico,Mexico,https://www.childfund.org,sponsorship,1960,20k,USD 4M,individuals;foundations,online-donation,Mexican operations,
0266,ChildFund Honduras,Honduras,https://www.childfund.org,sponsorship,1970,10k,USD 2M,individuals;foundations,online-donation,Honduran operations,
0267,ChildFund Guatemala,Guatemala,https://www.childfund.org,sponsorship,1970,20k,USD 3M,individuals;foundations,online-donation,Guatemalan operations,
0268,ChildFund Brazil,Brazil,https://www.childfund.org,sponsorship,1970,20k,USD 4M,individuals;foundations,online-donation,Brazilian operations,
0269,ChildFund Bolivia,Bolivia,https://www.childfund.org,sponsorship,1970,5k,USD 1M,individuals;foundations,online-donation,Bolivian operations,
0270,ChildFund Paraguay,Paraguay,https://www.childfund.org,sponsorship,1968,3k,USD 1M,individuals;foundations;corporate,online-donation;sponsor-portal,Paraguayan operations,
0271,ChildFund Colombia,Colombia,https://www.childfund.org,sponsorship,1970,5k,USD 2M,individuals;foundations,online-donation,Colombian operations,
0272,ChildFund Ecuador,Ecuador,https://www.childfund.org,sponsorship,1970,5k,USD 2M,individuals;foundations,online-donation,Ecuadorian operations,
0273,ChildFund Peru,Peru,https://www.childfund.org,sponsorship,1970,5k,USD 2M,individuals;foundations,online-donation,Peruvian operations,
0274,ChildFund Dominican Rep.,Dominican Republic,https://www.childfund.org,sponsorship,1970,5k,USD 1M,individuals;foundations,online-donation,Dominican operations,
0275,ChildFund Philippines,Philippines,https://www.childfund.org,sponsorship,1970,20k,USD 3M,individuals;foundations,online-donation,Filipian operations,
0276,ChildFund Indonesia,Indonesia,https://www.childfund.org,sponsorship,1973,10k,USD 3M,individuals;foundations,online-donation,Indonesian operations,
0277,ChildFund Thailand,Thailand,https://www.childfund.org,sponsorship,1973,5k,USD 2M,individuals;foundations,online-donation,Thai operations,
0278,ChildFund Vietnam,Vietnam,https://www.childfund.org,sponsorship,1993,5k,USD 2M,individuals;foundations,online-donation,Vietnamese operations,
0279,World Concern,USA,https://www.worldconcern.org,mixed,1961,unknown,USD 30M,individuals;foundations;corporate;government,online-donation;recurring-giving;annual-report;charity-rating,disaster response + child sponsorship,part of CRI ministries
0280,Agros International,USA,https://www.agros.org,mixed,1984,10k,USD 10M,individuals;foundations;corporate,online-donation;recurring-giving;annual-report;charity-rating,rural village model in LatAm,HQ Seattle
0281,Hagar International,Global,https://hagarinternational.org,rights,1994,unknown,USD 20M,individuals;foundations;corporate,online-donation;recurring-giving;annual-report;charity-rating,trafficking survivor recovery,intense model
0282,Love146,USA,https://love146.org,rights,2002,unknown,USD 10M,individuals;foundations;corporate,online-donation;recurring-giving;annual-report;charity-rating,anti-child trafficking,powerful brand
0283,International Justice Mission,USA,https://www.ijm.org,rights,1997,unknown,USD 200M,individuals;foundations;corporate,online-donation;recurring-giving;annual-report;charity-rating,modern slavery rescue,HQ Washington
0284,ECPAT International,Global,https://ecpat.org,rights,1990,unknown,USD 10M,foundations;government;individuals,online-donation;recurring-giving;annual-report;multiling-site,child sex trafficking advocacy,global network
0285,ECPAT USA,USA,https://www.ecpatusa.org,rights,1991,unknown,USD 2M,individuals;foundations,online-donation,US affiliate of ECPAT,
0286,Polaris Project,USA,https://polarisproject.org,rights,2002,unknown,USD 30M,individuals;foundations;government,online-donation;recurring-giving;annual-report,human trafficking hotline,US national hotline
0287,Thorn,USA,https://www.thorn.org,rights,2012,unknown,USD 20M,individuals;foundations;corporate,online-donation;recurring-giving;annual-report,anti-child-sex-abuse tech,Ashton Kutcher co-founded
0288,Mamoon,USA,https://www.mamoon.org,rights,2015,unknown,USD 5M,individuals;foundations,online-donation,women + child rights,
0289,NetHope,USA,https://www.nethope.org,mixed,2001,unknown,USD 30M,foundations;corporate,online-donation;recurring-giving;annual-report,tech for NGOs,consortium model
0290,TechSoup Global,USA,https://www.techsoup.org,mixed,1987,unknown,USD 30M,individuals;foundations;corporate;earned-income,online-donation;recurring-giving;annual-report;multiling-site,discounted tech for NGOs,global network
